          10           0           1         208   2.37084770    
    -6.088     -2.061  -106     0      0.039  2112  2112
    -6.294     -2.558  -107     0      0.093  2112  2112
     3.304      0.956  -108     0      0.095  2112  2112
    -2.724      2.655  -109     0      0.142  2112  2112
     1.920     -2.614  -110     0      0.170  2112  2112
    -6.533      1.809  -111     0      0.177  2112  2112
     0.079     -3.852  -112     0      0.262  2112  2112
    -1.195      3.851  -113     0      0.327  2112  2112
    -5.475      3.007  -114     0      0.365  2112  2112
     3.147     -2.936  -115     0      0.438  2112  2112
    -6.666      1.532  -116     0      0.524  2112  2112
    -5.406      4.177  -117     0      0.694  2112  2112
     2.388     -0.745  -118     0      0.779  2112  2112
    -2.462      1.974  -119     0      0.781  2112  2112
    -0.825     -5.512  -120     0      0.808  2112  2112
    -4.189      4.553  -121     0      0.823  2112  2112
     1.125      5.593  -122     0      0.847  2112  2112
    -0.023     -1.108  -123     0      0.849  2112  2112
     0.962     -5.365  -124     0      0.886  2112  2112
    -1.004      1.045  -125     0      1.041  2112  2112
    -2.311     -2.221  -126     0      1.147  2112  2112
    -4.263      0.572  -127     0      1.154  2112  2112
    -4.269     -0.390  -128     0      1.212  2112  2112
    -0.832      6.305  -129     0      1.268  2112  2112
     0.747      6.212  -130     0      1.325  2112  2112
    -1.750      4.771  -131     0      1.340  2112  2112
     1.715      5.589  -132     0      1.356  2112  2112
    -0.303     -1.412  -133     0      1.457  2112  2112
    -3.147     -5.527  -134     0      1.462  2112  2112
     3.644      0.052  -135     0      1.487  2112  2112
    -7.312     -0.080  -136     0      1.502  2112  2112
    -1.015      0.988  -137     0      1.515  2112  2112
    -2.033     -0.027  -138     0      1.532  2112  2112
    -5.728     -1.107  -139     0      1.535  2112  2112
    -3.841     -2.124  -140     0      1.538  2112  2112
    -6.399      0.932  -141     0      1.541  2112  2112
    -1.251      3.161  -142     0      1.579  2112  2112
     4.321     -4.299  -143     0      1.602  2112  2112
     2.840      0.720  -144     0      1.606  2112  2112
    -3.098      3.911  -145     0      1.653  2112  2112
     1.973      3.025  -146     0      1.784  2112  2112
    -4.012      4.536  -147     0      1.828  2112  2112
     1.211      5.160  -148     0      1.835  2112  2112
    -3.181      5.385  -149     0      1.887  2112  2112
     3.476      0.574  -150     0      2.037  2112  2112
    -2.270     -4.032  -151     0      2.063  2112  2112
     0.106     -5.076  -152     0      2.113  2112  2112
    -3.045     -6.368  -153     0      2.137  2112  2112
     3.488     -1.344  -154     0      2.152  2112  2112
    -5.599     -0.842  -155     0      2.165  2112  2112
    -3.353      2.065  -156     0      2.229  2112  2112
     1.909      4.067  -157     0      2.246  2112  2112
    -3.868     -2.115  -158     0      2.319  2112  2112
     1.657      2.506  -159     0      2.350  2112  2112
    -1.314     -2.710  -160     0      2.466  2112  2112
    -2.345     -3.682  -161     0      2.605  2112  2112
     3.895      0.420  -162     0      2.724  2112  2112
     1.960      5.162  -163     0      2.744  2112  2112
     1.751      1.899  -164     0      2.766  2112  2112
    -2.687      4.763  -165     0      2.778  2112  2112
     1.568      4.503  -166     0      2.807  2112  2112
    -1.678     -0.281  -167     0      2.817  2112  2112
    -0.389      5.312  -168     0      2.913  2112  2112
    -6.691      3.645  -169     0      3.112  2112  2112
     2.329      0.378  -170     3      3.133     0  2112
    -4.283     -2.179  -171     0      3.143  2112  2112
    -3.992     -1.814  -172     0      3.148  2112  2112
    -0.191      3.720  -173     0      3.170  2112  2112
    -2.372      4.430  -174     0      3.182  2112  2112
    -3.393      3.798  -175     0      3.226  2112  2112
     1.707      3.941  -176     0      3.325  2112  2112
    -1.374     -3.711  -177     0      3.327  2112  2112
    -0.568     -4.127  -178     0      3.402  2112  2112
     2.197     -2.815  -179     0      3.435  2112  2112
    -5.168     -3.007  -180     0      3.526  2112  2112
    -3.646     -3.831  -181     0      3.562  2112  2112
     0.480      2.585  -182     0      3.585  2112  2112
     0.778     -1.408  -183     3      3.590     0  2112
    -0.120     -0.476  -184     1      3.615  2112  2112
    -2.256      3.081  -185     0      3.773  2112  2112
     0.471     -2.144  -186     0      3.869  2112  2112
     4.797      1.211  -187     0      4.123  2112  2112
    -1.738      3.288  -188     0      4.143  2112  2112
     0.501     -4.871  -189     0      4.184  2112  2112
     2.720     -3.167  -190     0      4.535  2112  2112
     4.417     -2.021  -191     0      4.555  2112  2112
     1.807     -2.528  -192     3      4.604     0  2212
    -3.556     -0.073  -193     0      4.612  2112  2112
    -1.113      4.565  -194     0      4.636  2112  2112
    -2.853     -1.579  -195     0      4.649  2112  2112
    -2.897     -2.413  -196     0      4.734  2112  2112
    -5.684      0.570  -197     0      4.849  2112  2112
     0.989     -0.774  -198     3      4.864     0  2112
     1.808      1.599  -199     0      4.922  2112  2112
     3.527      3.090  -200     0      4.946  2112  2112
    -1.624      4.637  -201     0      5.005  2112  2112
    -2.954     -2.005  -202     0      5.124  2112  2112
    -1.641      0.730  -203     0      5.248  2112  2112
     0.056      0.800  -204     0      5.315  2112  2112
    -4.794      0.690  -205     0      5.609  2112  2112
     0.421      1.110  -206     3      5.860     0  2112
    -1.508     -1.569  -207     0      6.102  2112  2112
    -2.400     -0.720  -208     0      6.555  2112  2112
